id,FailureModes.Description,Platforms.Name as Platfrom,Components.Name as Component,SubComponents.Name as SubComponent,FailureModes.Functionality
4490,"With the changes of SPR00170539, if ratio differences of golden MFCs are more than 1% then instead of error warning will be shown. And if ratio difference is very high(for ex: 50%), then also only warning will be shown and flow calibration will not stop for non-golden MFC. It may lead to some unexpected results.",Nexus,Module,Flow Calibration,Ratio difference of golden MFCs is very high(For ex: 30% or 50%)
4491,In this scenario CF for non-golden MFC may deviate upto some higher value from expectation.,Nexus,Module,Flow Calibration,Non- golden MFC is calibrated when golden MFCs have very high ratio difference(for ex: 50%)
4492,Sensor did not post fault when sensed low even after debounce timer.,C2C3,Devices,Sensor,Sensor fault alarm when inverted/sensed low
4493,Sensor fault alarm posted without debouce check,C2C3,Devices,Sensor,Sensor fault when inverted/sensed low after debouce timer expiry
4494,"Vibrational amplitude sensor is disconnected but warning is not reported in certain circumstances",Nexus,Alarm Manager,Alarm Manager,Warning Alarm should be reported every time vibrational Amplitude sensor is disconnected 
4495,"Module doesn't trigger Error Fault action in some circumstance even though data stay above the high limit",Nexus,Module,Module capability,Module should trigger the error fault action if the data stays above the high limit 
4496,"User set a base line and high limit for all tool. However, the limit might not good for every tool or even though it is , then it might not be not good by time",Nexus,Devices,SOLA Lamps,Basline and High Limit set by the user is expected to be same for all the tools 
4497,"Host is unable to set the fault limit , % deviation and is not able to query for the value of blower meter readings ",Nexus,Factory automation,VID Manager,"Vids added as part of blower monitoring installed should help user to set the fault limit , % deviation etc "
4498,Blower monitor meters are not using the debounce timer values set by the Set device Limit Program ,Nexus,Program Manager,Programs,Debounce timer values set as part of the Set Device Limits Program should be used by the blower Monitor meters 
4499,Monitoring is happeneing even when LAMPS OFF ,Nexus,Devices,SOLA Lamps,Vibrational Amplitude monitoring of each blowers should happen only when lamps are ON 
4500,Selection of some other gas instead of SiQ Manifold A.,Nexus,Devices,Flow controllers (MFC/LFC),MFC_3 to be configured as SiQ.
4501,"If Timeout value is decreased from 120Seconds to 60seconds for 100 sscm size of MFC, Calibrate Flow and Calibrate ROR, fails during program execution.As the the rate of rise is small when the flow is low, as the desired pressure (i.e 1 Torr) doesnot reach in 60 seconds for 100 sscm mfc with flow at 50% during calibration. ",Nexus,Program Manager,Programs,Calibrate Flow and Calibrate ROR execution for MFC_3 SiQ having size 100 sscm.
4502,"If user tries to configure Disconnect Vaccum feature and TSA Heater Alarm Sensor simultaneously, the tool will not be able to boot up.",Nexus,Module,Module configuration,TSA Heater Alarm Sensor needs to be installed.
4503,"- Interlock missing (interlock could be unidirection or bidriection)- Full Flush, Leak Check, Flow Cal, ROR Cal.- UI: make sure no overlap in other configuration- Flow check not enabled at the end of Full Flush- Flow check limits is not setup in Setup",Nexus,Devices,Flow controllers (MFC/LFC),Add New MFC: Common mistake
4504,"- Once program is ready to check in, it should be SYSTEM program, or it will mess up program migration- Process Engineer asks to check in their program (add a new program or edit existing program) which still have bug:++ Pressure is not monitored during",Nexus,Process,Program editor,Program editting: common mistake
4505,"- Heat Channel is not setup in bootup (like PID)- Forget to change required program: set/check temperature in prep and check in dep- Max temperature is not correct- Fault action: alarm/softshutdown/error",Nexus,Devices,Heater,Add Heat Channel
4506,"- Doesn't guarantee backward compatible++ power check++ sensor check++ power compensation- Dead lock happen: there are quite a lot of synchronized object so they need to be aquired properly. Moreover, some API can be called from script action",Nexus,Devices,RF generator,New feature supported for RF generator
4507,#NAME?,Nexus,Devices,Sensor,New sensor is added
4508,Values will be allowed to set but warning will be shown on UI notifying user about the same.,Nexus,Module,Flow Calibration,User tries to set warning limit greater than fault limit or fault limit less than warning limit.
4509,Error will be thrown because 0 or negative values don't make sense for warning or fault limit.,Nexus,Module,Flow Calibration,User enter 0 or negative value for warning or fault limit.
4510,The dep time paramter is not stored under the name 'dep_time' in the program parameter list.,Nexus,Program Manager,Programs,"To obtain the maximum compensated dep time for get ready accumulation estimation, the dep time is obatined from the program parameter list."
4511,EBR temp is too high ,C2C3,Devices,Heater,Controlling EBR temperature
4512,EBR temp is too low,C2C3,Devices,Heater,Controlling EBR temperature
4513,Tool goes down while Program Compare Utility is open,C2C3,UI,Proteus Framework,Tool down while utility is open
4514,Incomplete data,C2C3,UI,Proteus Framework,Access task goes down while printer utility is converting the prg files
4515,AMHS_sg_v3.2.7 must also contain the features of AMHS_sg configuration,C2C3,Module mainL,AMHS,new AMHS setting for samsung sg_v3.2.7 over the existing AMHS_sg configuration
4516,Protection slot set but password slot not updated to DAF,C2C3,UI,Program / Parameter Editor,Program Security in Proteus
4517,Protection slot is 0 but the password slot has an encrypted password ,C2C3,UI,Program / Parameter Editor,Program Security in Proteus
4518,The passwords are not encrypted into the program when the user enables protection. ,C2C3,UI,Program / Parameter Editor,Program Security in Proteus
4519,Wafer in TC is not moving to location1 and is waiting for wafer in location4 to index to location1.,Nexus,Scheduler,Rules,Wafer in TC should exchange if there is wafer in location1 or transfer to location1 if it is empty with wafer in location2-4 moving out.
4520,Scaling factor will not be applied to the CF of golden MFCs. Calibration will not throw any error but CF values may differ.,Nexus,Module,Flow Calibration,Calibrating golden MFCs without making CE setting 'Enhanced Flow Calibration' as 'Installed'.
4521,"New CF will be calculated using scaling factor, only for calibrated golden MFCs. Although scaling factor will be calculated using all installed golden MFCs. For non-calibrated golden MFCs, previously calculated measured slope values will be used while calculating scaling factor.",Nexus,Module,Flow Calibration,"Calibrating only one golden MFC manually, when more than one golden MFCs are supported."
4522,Program is not executed as film info screen has no inforamtion about prep.,C2C3,Program,Program Execution,Clean program execution
4523,Unable to create recipe for Clean Program,C2C3,UI,Recipe / Program Copy,Recipe Creation
4524,Program is not shown on recipe editor even the license is installed,C2C3,UI,License Manager,Program display on Recipe Editor
4525,Unable to view the status of APCT enabled for any process type ,Nexus,TestJig,TestJig,Status of whether APCT is enabled for different process type could be seen through testjig under processes 
4526,APCT enabled ECID is set but actual APCT for PSAB feature is not enabled ,Nexus,Factory automation,VID Manager,The default value of APCT enabled is false . The value can be set through ECID from host . Once set APCT feature is enabled for PSAB process type 
4527,APCt Sio2 Coat program is running for film types even if APCT feature is not enabled for that film type ,Nexus,Module,Get Ready,APCT Sio2 Coat Program should run as part of get ready only for those film types which have APCT enabled 
